"game_id","away_team","home_team"
21800557,"New Orleans Pelicans","Brooklyn Nets"
21800561,"Philadelphia 76ers","Phoenix Suns"
21800559,"Orlando Magic","Chicago Bulls"
21800562,"Oklahoma City Thunder","Los Angeles Lakers"
21800564,"Denver Nuggets","Sacramento Kings"
21800563,"Toronto Raptors","San Antonio Spurs"
21800565,"Houston Rockets","Golden State Warriors"
21800570,"Brooklyn Nets","Memphis Grizzlies"
21800571,"Orlando Magic","Minnesota Timberwolves"
21800572,"Atlanta Hawks","Milwaukee Bucks"
21800575,"Oklahoma City Thunder","Portland Trail Blazers"
21800568,"Washington Wizards","Miami Heat"
21800567,"Utah Jazz","Cleveland Cavaliers"
21800566,"Dallas Mavericks","Boston Celtics"
21800573,"LA Clippers","Phoenix Suns"
21800569,"Indiana Pacers","Chicago Bulls"
21800574,"New York Knicks","Los Angeles Lakers"
21800576,"Charlotte Hornets","Denver Nuggets"
21800583,"Golden State Warriors","Sacramento Kings"
21800580,"Toronto Raptors","Milwaukee Bucks"
21800582,"Houston Rockets","Portland Trail Blazers"
21800577,"Utah Jazz","Detroit Pistons"
21800579,"New Orleans Pelicans","Cleveland Cavaliers"
21800581,"Memphis Grizzlies","San Antonio Spurs"
21800578,"Dallas Mavericks","Philadelphia 76ers"
21800588,"Washington Wizards","Oklahoma City Thunder"
21800589,"Indiana Pacers","Toronto Raptors"
21800585,"Los Angeles Lakers","Minnesota Timberwolves"
21800587,"Miami Heat","Atlanta Hawks"
21800586,"Orlando Magic","LA Clippers"
21800590,"Charlotte Hornets","Phoenix Suns"
21800584,"Brooklyn Nets","Chicago Bulls"
21800595,"Memphis Grizzlies","New Orleans Pelicans"
21800598,"Orlando Magic","Sacramento Kings"
21800596,"Los Angeles Lakers","Dallas Mavericks"
21800594,"Utah Jazz","Milwaukee Bucks"
21800597,"New York Knicks","Portland Trail Blazers"
21800591,"San Antonio Spurs","Detroit Pistons"
21800593,"Denver Nuggets","Houston Rockets"
21800592,"Brooklyn Nets","Boston Celtics"
21800603,"Minnesota Timberwolves","Oklahoma City Thunder"
21800602,"Atlanta Hawks","Toronto Raptors"
21800601,"Denver Nuggets","Miami Heat"
21800599,"Indiana Pacers","Cleveland Cavaliers"
21800606,"Charlotte Hornets","LA Clippers"
21800604,"Sacramento Kings","Phoenix Suns"
21800605,"New York Knicks","Golden State Warriors"
21800600,"Washington Wizards","Philadelphia 76ers"
21800612,"Cleveland Cavaliers","New Orleans Pelicans"
21800611,"San Antonio Spurs","Memphis Grizzlies"
21800608,"Philadelphia 76ers","Washington Wizards"
21800613,"Phoenix Suns","Dallas Mavericks"
21800614,"Orlando Magic","Utah Jazz"
21800615,"Chicago Bulls","Portland Trail Blazers"
21800610,"Milwaukee Bucks","Houston Rockets"
21800607,"Indiana Pacers","Boston Celtics"
21800609,"Atlanta Hawks","Brooklyn Nets"
21800616,"Detroit Pistons","Los Angeles Lakers"
21800618,"LA Clippers","Denver Nuggets"
21800620,"Detroit Pistons","Sacramento Kings"
21800617,"Boston Celtics","Miami Heat"
21800619,"Oklahoma City Thunder","San Antonio Spurs"
21800624,"Brooklyn Nets","Toronto Raptors"
21800622,"Milwaukee Bucks","Washington Wizards"
21800626,"Dallas Mavericks","Minnesota Timberwolves"
21800627,"Los Angeles Lakers","Utah Jazz"
21800628,"Charlotte Hornets","Portland Trail Blazers"
21800625,"Cleveland Cavaliers","Houston Rockets"
21800623,"Indiana Pacers","New York Knicks"
21800629,"Chicago Bulls","Golden State Warriors"
21800621,"Atlanta Hawks","Philadelphia 76ers"
21800634,"San Antonio Spurs","Oklahoma City Thunder"
21800633,"New Orleans Pelicans","Minnesota Timberwolves"
21800636,"Charlotte Hornets","Sacramento Kings"
21800637,"Chicago Bulls","Utah Jazz"
21800631,"Memphis Grizzlies","Miami Heat"
21800632,"Boston Celtics","Orlando Magic"
21800630,"Detroit Pistons","LA Clippers"
21800635,"Denver Nuggets","Phoenix Suns"
21800639,"Toronto Raptors","Washington Wizards"
21800643,"Portland Trail Blazers","Denver Nuggets"
21800640,"Milwaukee Bucks","Atlanta Hawks"
21800642,"Golden State Warriors","Dallas Mavericks"
21800641,"Houston Rockets","Orlando Magic"
21800638,"Philadelphia 76ers","New York Knicks"
21800644,"Cleveland Cavaliers","Los Angeles Lakers"
21800649,"Portland Trail Blazers","Sacramento Kings"
21800648,"Detroit Pistons","Utah Jazz"
21800646,"Memphis Grizzlies","Houston Rockets"
21800650,"New Orleans Pelicans","LA Clippers"
21800645,"Boston Celtics","Brooklyn Nets"
21800647,"Charlotte Hornets","San Antonio Spurs"
21800655,"Golden State Warriors","Denver Nuggets"
21800653,"Oklahoma City Thunder","Atlanta Hawks"
21800651,"Phoenix Suns","Indiana Pacers"
21800654,"Miami Heat","Milwaukee Bucks"
21800656,"Chicago Bulls","Los Angeles Lakers"
21800652,"Minnesota Timberwolves","Philadelphia 76ers"
21800660,"Milwaukee Bucks","Memphis Grizzlies"
21800661,"San Antonio Spurs","Dallas Mavericks"
21800662,"Cleveland Cavaliers","Portland Trail Blazers"
21800657,"Orlando Magic","Detroit Pistons"
21800659,"Brooklyn Nets","Houston Rockets"
21800664,"Utah Jazz","LA Clippers"
21800658,"Toronto Raptors","Boston Celtics"
21800663,"New Orleans Pelicans","Golden State Warriors"
21800670,"Los Angeles Lakers","Oklahoma City Thunder"
21800665,"New York Knicks","Washington Wizards"
21800668,"Phoenix Suns","Toronto Raptors"
21800666,"Sacramento Kings","Charlotte Hornets"
21800669,"Chicago Bulls","Denver Nuggets"
21800667,"Philadelphia 76ers","Indiana Pacers"
21800674,"San Antonio Spurs","Minnesota Timberwolves"
21800675,"Cleveland Cavaliers","Utah Jazz"
21800677,"New Orleans Pelicans","Portland Trail Blazers"
21800672,"Miami Heat","Detroit Pistons"
21800673,"Brooklyn Nets","Orlando Magic"
21800676,"Golden State Warriors","LA Clippers"
21800671,"Memphis Grizzlies","Boston Celtics"
21800684,"Memphis Grizzlies","Toronto Raptors"
21800679,"Phoenix Suns","Charlotte Hornets"
21800687,"Cleveland Cavaliers","Denver Nuggets"
21800683,"Boston Celtics","Atlanta Hawks"
21800681,"Dallas Mavericks","Indiana Pacers"
21800680,"Sacramento Kings","Detroit Pistons"
21800686,"Los Angeles Lakers","Houston Rockets"
21800682,"Milwaukee Bucks","Orlando Magic"
21800685,"Miami Heat","Chicago Bulls"
21800678,"Oklahoma City Thunder","Philadelphia 76ers"
21800689,"Phoenix Suns","Minnesota Timberwolves"
21800688,"Charlotte Hornets","Indiana Pacers"
21800690,"LA Clippers","San Antonio Spurs"
21800697,"New Orleans Pelicans","Memphis Grizzlies"
21800693,"Detroit Pistons","Washington Wizards"
21800695,"Orlando Magic","Atlanta Hawks"
21800694,"Dallas Mavericks","Milwaukee Bucks"
21800700,"Portland Trail Blazers","Utah Jazz"
21800692,"Chicago Bulls","Cleveland Cavaliers"
21800698,"Miami Heat","Boston Celtics"
21800696,"Sacramento Kings","Brooklyn Nets"
21800691,"Oklahoma City Thunder","New York Knicks"
21800701,"Golden State Warriors","Los Angeles Lakers"
21800699,"Houston Rockets","Philadelphia 76ers"
21800703,"Portland Trail Blazers","Oklahoma City Thunder"
21800702,"Sacramento Kings","Toronto Raptors"
21800704,"LA Clippers","Dallas Mavericks"
21800705,"Minnesota Timberwolves","Phoenix Suns"
21800714,"Detroit Pistons","New Orleans Pelicans"
21800713,"Charlotte Hornets","Memphis Grizzlies"
21800706,"Toronto Raptors","Indiana Pacers"
21800715,"Denver Nuggets","Utah Jazz"
21800709,"LA Clippers","Miami Heat"
21800707,"Cleveland Cavaliers","Boston Celtics"
21800708,"Orlando Magic","Brooklyn Nets"
21800710,"Houston Rockets","New York Knicks"
21800712,"Atlanta Hawks","Chicago Bulls"
21800711,"San Antonio Spurs","Philadelphia 76ers"
21800717,"New Orleans Pelicans","Oklahoma City Thunder"
21800716,"Golden State Warriors","Washington Wizards"
21800718,"Portland Trail Blazers","Phoenix Suns"
21800719,"Minnesota Timberwolves","Los Angeles Lakers"
21800725,"Sacramento Kings","Memphis Grizzlies"
21800728,"Phoenix Suns","Denver Nuggets"
21800726,"Detroit Pistons","Dallas Mavericks"
21800727,"Charlotte Hornets","Milwaukee Bucks"
21800729,"Minnesota Timberwolves","Utah Jazz"
21800724,"Toronto Raptors","Houston Rockets"
21800722,"Miami Heat","Cleveland Cavaliers"
21800720,"Washington Wizards","Orlando Magic"
21800721,"New York Knicks","Brooklyn Nets"
21800723,"LA Clippers","Chicago Bulls"
21800730,"San Antonio Spurs","New Orleans Pelicans"
21800731,"Indiana Pacers","Memphis Grizzlies"
21800733,"Philadelphia 76ers","Denver Nuggets"
21800734,"Atlanta Hawks","Portland Trail Blazers"
21800732,"Golden State Warriors","Boston Celtics"
21800738,"Milwaukee Bucks","Oklahoma City Thunder"
21800740,"Utah Jazz","Minnesota Timberwolves"
21800739,"Toronto Raptors","Dallas Mavericks"
21800737,"Orlando Magic","Houston Rockets"
21800736,"Sacramento Kings","LA Clippers"
21800741,"Miami Heat","New York Knicks"
21800735,"Cleveland Cavaliers","Chicago Bulls"
21800743,"Phoenix Suns","Los Angeles Lakers"
21800742,"Washington Wizards","San Antonio Spurs"
21800747,"Denver Nuggets","Memphis Grizzlies"
21800744,"New York Knicks","Charlotte Hornets"
21800745,"Golden State Warriors","Indiana Pacers"
21800748,"Atlanta Hawks","LA Clippers"
21800746,"Brooklyn Nets","Boston Celtics"
21800750,"Milwaukee Bucks","Detroit Pistons"
21800753,"New Orleans Pelicans","Houston Rockets"
21800751,"Oklahoma City Thunder","Orlando Magic"
21800749,"Washington Wizards","Cleveland Cavaliers"
21800752,"Chicago Bulls","Brooklyn Nets"
21800755,"Philadelphia 76ers","Los Angeles Lakers"
21800754,"Phoenix Suns","San Antonio Spurs"
21800761,"Denver Nuggets","New Orleans Pelicans"
21800759,"Indiana Pacers","Washington Wizards"
21800760,"Memphis Grizzlies","Minnesota Timberwolves"
21800762,"Atlanta Hawks","Sacramento Kings"
21800763,"Utah Jazz","Portland Trail Blazers"
21800757,"Chicago Bulls","Miami Heat"
21800756,"Charlotte Hornets","Boston Celtics"
21800758,"Dallas Mavericks","New York Knicks"
21800766,"Milwaukee Bucks","Toronto Raptors"
21800764,"Dallas Mavericks","Detroit Pistons"
21800765,"Indiana Pacers","Orlando Magic"
21800769,"Los Angeles Lakers","LA Clippers"
21800767,"Brooklyn Nets","San Antonio Spurs"
21800768,"Philadelphia 76ers","Golden State Warriors"
21800770,"Memphis Grizzlies","Charlotte Hornets"
21800774,"Houston Rockets","Denver Nuggets"
21800773,"Atlanta Hawks","Utah Jazz"
21800772,"Oklahoma City Thunder","Miami Heat"
21800771,"Boston Celtics","New York Knicks"
21800778,"Milwaukee Bucks","Washington Wizards"
21800776,"Chicago Bulls","Charlotte Hornets"
21800783,"Denver Nuggets","Minnesota Timberwolves"
21800785,"Philadelphia 76ers","Sacramento Kings"
21800786,"Houston Rockets","Utah Jazz"
21800775,"LA Clippers","Detroit Pistons"
21800781,"Indiana Pacers","Miami Heat"
21800780,"Dallas Mavericks","Cleveland Cavaliers"
21800777,"Brooklyn Nets","Orlando Magic"
21800784,"Atlanta Hawks","Phoenix Suns"
21800779,"New Orleans Pelicans","San Antonio Spurs"
21800782,"Los Angeles Lakers","Golden State Warriors"
21800789,"LA Clippers","Toronto Raptors"
21800788,"Oklahoma City Thunder","Boston Celtics"
21800787,"Memphis Grizzlies","New York Knicks"
21800793,"Indiana Pacers","New Orleans Pelicans"
21800791,"Atlanta Hawks","Washington Wizards"
21800795,"San Antonio Spurs","Sacramento Kings"
21800790,"Denver Nuggets","Detroit Pistons"
21800792,"Milwaukee Bucks","Brooklyn Nets"
21800794,"Houston Rockets","Phoenix Suns"
21800802,"Orlando Magic","Oklahoma City Thunder"
21800801,"Minnesota Timberwolves","Memphis Grizzlies"
21800796,"LA Clippers","Charlotte Hornets"
21800798,"Los Angeles Lakers","Indiana Pacers"
21800803,"Miami Heat","Portland Trail Blazers"
21800797,"Boston Celtics","Cleveland Cavaliers"
21800799,"Detroit Pistons","New York Knicks"
21800800,"Toronto Raptors","Philadelphia 76ers"
21800809,"Houston Rockets","Sacramento Kings"
21800807,"Charlotte Hornets","Dallas Mavericks"
21800806,"Washington Wizards","Milwaukee Bucks"
21800808,"Phoenix Suns","Utah Jazz"
21800804,"Denver Nuggets","Brooklyn Nets"
21800805,"New Orleans Pelicans","Chicago Bulls"
21800810,"San Antonio Spurs","Golden State Warriors"
21800815,"Memphis Grizzlies","Oklahoma City Thunder"
21800813,"Toronto Raptors","Atlanta Hawks"
21800811,"LA Clippers","Indiana Pacers"
21800816,"San Antonio Spurs","Portland Trail Blazers"
21800812,"Minnesota Timberwolves","Orlando Magic"
21800814,"Los Angeles Lakers","Boston Celtics"
21800823,"Minnesota Timberwolves","New Orleans Pelicans"
21800819,"Cleveland Cavaliers","Washington Wizards"
21800824,"Miami Heat","Sacramento Kings"
21800821,"Milwaukee Bucks","Dallas Mavericks"
21800817,"New York Knicks","Detroit Pistons"
21800820,"Chicago Bulls","Brooklyn Nets"
21800822,"Golden State Warriors","Phoenix Suns"
21800818,"Denver Nuggets","Philadelphia 76ers"
21800831,"New Orleans Pelicans","Memphis Grizzlies"
21800827,"Charlotte Hornets","Atlanta Hawks"
21800826,"Cleveland Cavaliers","Indiana Pacers"
21800833,"Orlando Magic","Milwaukee Bucks"
21800825,"San Antonio Spurs","Utah Jazz"
21800832,"Oklahoma City Thunder","Houston Rockets"
21800829,"LA Clippers","Boston Celtics"
21800828,"Toronto Raptors","New York Knicks"
21800830,"Washington Wizards","Chicago Bulls"
21800836,"Phoenix Suns","Sacramento Kings"
21800837,"Orlando Magic","Atlanta Hawks"
21800834,"Portland Trail Blazers","Dallas Mavericks"
21800838,"Miami Heat","Golden State Warriors"
21800835,"Los Angeles Lakers","Philadelphia 76ers"
21800846,"Portland Trail Blazers","Oklahoma City Thunder"
21800842,"Brooklyn Nets","Toronto Raptors"
21800845,"LA Clippers","Minnesota Timberwolves"
21800847,"Miami Heat","Denver Nuggets"
21800841,"Charlotte Hornets","Indiana Pacers"
21800840,"Washington Wizards","Detroit Pistons"
21800844,"Dallas Mavericks","Houston Rockets"
21800839,"New York Knicks","Cleveland Cavaliers"
21800843,"Milwaukee Bucks","Chicago Bulls"
21800851,"Orlando Magic","New Orleans Pelicans"
21800850,"San Antonio Spurs","Memphis Grizzlies"
21800848,"Los Angeles Lakers","Atlanta Hawks"
21800852,"Utah Jazz","Golden State Warriors"
21800849,"Boston Celtics","Philadelphia 76ers"
21800857,"Washington Wizards","Toronto Raptors"
21800860,"Sacramento Kings","Denver Nuggets"
21800861,"Houston Rockets","Minnesota Timberwolves"
21800859,"Miami Heat","Dallas Mavericks"
21800854,"Milwaukee Bucks","Indiana Pacers"
21800862,"Golden State Warriors","Portland Trail Blazers"
21800853,"Brooklyn Nets","Cleveland Cavaliers"
21800863,"Phoenix Suns","LA Clippers"
21800855,"Detroit Pistons","Boston Celtics"
21800856,"Philadelphia 76ers","New York Knicks"
21800858,"Memphis Grizzlies","Chicago Bulls"
21800866,"Oklahoma City Thunder","New Orleans Pelicans"
21800865,"New York Knicks","Atlanta Hawks"
21800864,"Charlotte Hornets","Orlando Magic"
21800870,"Boston Celtics","Milwaukee Bucks"
21800867,"Phoenix Suns","Cleveland Cavaliers"
21800869,"Portland Trail Blazers","Brooklyn Nets"
21800872,"Houston Rockets","Los Angeles Lakers"
21800871,"Sacramento Kings","Golden State Warriors"
21800868,"Miami Heat","Philadelphia 76ers"
21800881,"Utah Jazz","Oklahoma City Thunder"
21800876,"San Antonio Spurs","Toronto Raptors"
21800879,"LA Clippers","Memphis Grizzlies"
21800873,"Washington Wizards","Charlotte Hornets"
21800877,"Detroit Pistons","Atlanta Hawks"
21800880,"Denver Nuggets","Dallas Mavericks"
21800874,"New Orleans Pelicans","Indiana Pacers"
21800875,"Chicago Bulls","Orlando Magic"
21800878,"Minnesota Timberwolves","New York Knicks"
21800887,"Los Angeles Lakers","New Orleans Pelicans"
21800890,"Sacramento Kings","Oklahoma City Thunder"
21800886,"Indiana Pacers","Washington Wizards"
21800884,"Brooklyn Nets","Charlotte Hornets"
21800883,"Phoenix Suns","Atlanta Hawks"
21800893,"Dallas Mavericks","Utah Jazz"
21800891,"Minnesota Timberwolves","Milwaukee Bucks"
21800888,"Detroit Pistons","Miami Heat"
21800885,"Memphis Grizzlies","Cleveland Cavaliers"
21800889,"Boston Celtics","Chicago Bulls"
21800892,"Houston Rockets","Golden State Warriors"
21800882,"Portland Trail Blazers","Philadelphia 76ers"
21800894,"Orlando Magic","Toronto Raptors"
21800895,"LA Clippers","Denver Nuggets"
21800896,"San Antonio Spurs","New York Knicks"
21800906,"Philadelphia 76ers","New Orleans Pelicans"
21800904,"Los Angeles Lakers","Memphis Grizzlies"
21800897,"Golden State Warriors","Charlotte Hornets"
21800905,"Sacramento Kings","Minnesota Timberwolves"
21800899,"Indiana Pacers","Detroit Pistons"
21800901,"Phoenix Suns","Miami Heat"
21800903,"Atlanta Hawks","Houston Rockets"
21800898,"Portland Trail Blazers","Cleveland Cavaliers"
21800907,"Dallas Mavericks","LA Clippers"
21800900,"San Antonio Spurs","Brooklyn Nets"
21800902,"Milwaukee Bucks","Chicago Bulls"
21800909,"Boston Celtics","Toronto Raptors"
21800910,"Oklahoma City Thunder","Denver Nuggets"
21800908,"Orlando Magic","New York Knicks"
21800916,"Chicago Bulls","Memphis Grizzlies"
21800911,"Houston Rockets","Charlotte Hornets"
21800920,"Milwaukee Bucks","Sacramento Kings"
21800912,"Minnesota Timberwolves","Atlanta Hawks"
21800918,"Indiana Pacers","Dallas Mavericks"
21800919,"LA Clippers","Utah Jazz"
21800915,"Golden State Warriors","Miami Heat"
21800913,"Portland Trail Blazers","Boston Celtics"
21800914,"Washington Wizards","Brooklyn Nets"
21800921,"New Orleans Pelicans","Los Angeles Lakers"
21800917,"Detroit Pistons","San Antonio Spurs"
21800927,"Philadelphia 76ers","Oklahoma City Thunder"
21800926,"Utah Jazz","Denver Nuggets"
21800922,"Minnesota Timberwolves","Indiana Pacers"
21800925,"Miami Heat","Houston Rockets"
21800923,"Golden State Warriors","Orlando Magic"
21800924,"Cleveland Cavaliers","New York Knicks"
21800930,"Portland Trail Blazers","Toronto Raptors"
21800933,"LA Clippers","Sacramento Kings"
21800928,"Chicago Bulls","Atlanta Hawks"
21800931,"Washington Wizards","Boston Celtics"
21800929,"Charlotte Hornets","Brooklyn Nets"
21800932,"New Orleans Pelicans","Phoenix Suns"
21800934,"Milwaukee Bucks","Los Angeles Lakers"
21800941,"New Orleans Pelicans","Denver Nuggets"
21800939,"Memphis Grizzlies","Dallas Mavericks"
21800936,"Orlando Magic","Indiana Pacers"
21800943,"Milwaukee Bucks","Utah Jazz"
21800937,"Brooklyn Nets","Miami Heat"
21800935,"Detroit Pistons","Cleveland Cavaliers"
21800942,"Los Angeles Lakers","Phoenix Suns"
21800940,"Oklahoma City Thunder","San Antonio Spurs"
21800938,"Golden State Warriors","Philadelphia 76ers"
21800951,"Memphis Grizzlies","Oklahoma City Thunder"
21800950,"Minnesota Timberwolves","Washington Wizards"
21800944,"Portland Trail Blazers","Charlotte Hornets"
21800949,"Toronto Raptors","Detroit Pistons"
21800948,"Orlando Magic","Cleveland Cavaliers"
21800947,"New York Knicks","LA Clippers"
21800945,"Houston Rockets","Boston Celtics"
21800946,"Atlanta Hawks","Chicago Bulls"
21800957,"New York Knicks","Sacramento Kings"
21800956,"New Orleans Pelicans","Utah Jazz"
21800953,"Atlanta Hawks","Miami Heat"
21800952,"Dallas Mavericks","Brooklyn Nets"
21800955,"Milwaukee Bucks","Phoenix Suns"
21800958,"LA Clippers","Los Angeles Lakers"
21800954,"Denver Nuggets","San Antonio Spurs"
21800962,"Portland Trail Blazers","Memphis Grizzlies"
21800961,"Houston Rockets","Toronto Raptors"
21800963,"Oklahoma City Thunder","Minnesota Timberwolves"
21800959,"Chicago Bulls","Indiana Pacers"
21800964,"Boston Celtics","Golden State Warriors"
21800960,"Orlando Magic","Philadelphia 76ers"
21800971,"Utah Jazz","New Orleans Pelicans"
21800967,"Dallas Mavericks","Washington Wizards"
21800965,"Miami Heat","Charlotte Hornets"
21800973,"Boston Celtics","Sacramento Kings"
21800968,"San Antonio Spurs","Atlanta Hawks"
21800966,"Minnesota Timberwolves","Detroit Pistons"
21800969,"Cleveland Cavaliers","Brooklyn Nets"
21800972,"New York Knicks","Phoenix Suns"
21800970,"Philadelphia 76ers","Chicago Bulls"
21800974,"Denver Nuggets","Los Angeles Lakers"
21800975,"Indiana Pacers","Milwaukee Bucks"
21800976,"Oklahoma City Thunder","Portland Trail Blazers"
21800983,"Toronto Raptors","New Orleans Pelicans"
21800982,"Utah Jazz","Memphis Grizzlies"
21800977,"Washington Wizards","Charlotte Hornets"
21800979,"Cleveland Cavaliers","Miami Heat"
21800981,"Philadelphia 76ers","Houston Rockets"
21800978,"Dallas Mavericks","Orlando Magic"
21800985,"Oklahoma City Thunder","LA Clippers"
21800980,"Detroit Pistons","Chicago Bulls"
21800984,"Denver Nuggets","Golden State Warriors"
21800988,"Washington Wizards","Minnesota Timberwolves"
21800987,"Brooklyn Nets","Atlanta Hawks"
21800990,"Charlotte Hornets","Milwaukee Bucks"
21800991,"Phoenix Suns","Portland Trail Blazers"
21800986,"Sacramento Kings","New York Knicks"
21800989,"Boston Celtics","Los Angeles Lakers"
21800996,"Orlando Magic","Memphis Grizzlies"
21800998,"New York Knicks","Minnesota Timberwolves"
21800995,"New Orleans Pelicans","Atlanta Hawks"
21800997,"Houston Rockets","Dallas Mavericks"
21800992,"Chicago Bulls","Detroit Pistons"
21800993,"Toronto Raptors","Miami Heat"
21800999,"Milwaukee Bucks","San Antonio Spurs"
21801000,"Phoenix Suns","Golden State Warriors"
21800994,"Indiana Pacers","Philadelphia 76ers"
21801002,"Sacramento Kings","Washington Wizards"
21801005,"Oklahoma City Thunder","Utah Jazz"
21801004,"Charlotte Hornets","Houston Rockets"
21801001,"Toronto Raptors","Cleveland Cavaliers"
21801006,"Boston Celtics","LA Clippers"
21801003,"Detroit Pistons","Brooklyn Nets"
21801010,"Milwaukee Bucks","New Orleans Pelicans"
21801012,"Minnesota Timberwolves","Denver Nuggets"
21801011,"San Antonio Spurs","Dallas Mavericks"
21801007,"New York Knicks","Indiana Pacers"
21801013,"Portland Trail Blazers","LA Clippers"
21801009,"Los Angeles Lakers","Chicago Bulls"
21801008,"Cleveland Cavaliers","Philadelphia 76ers"
21801017,"Brooklyn Nets","Oklahoma City Thunder"
21801015,"Orlando Magic","Washington Wizards"
21801016,"Memphis Grizzlies","Atlanta Hawks"
21801014,"Detroit Pistons","Miami Heat"
21801018,"Golden State Warriors","Houston Rockets"
21801019,"Utah Jazz","Phoenix Suns"
21801023,"Los Angeles Lakers","Toronto Raptors"
21801025,"Dallas Mavericks","Denver Nuggets"
21801020,"Oklahoma City Thunder","Indiana Pacers"
21801024,"Minnesota Timberwolves","Utah Jazz"
21801021,"Cleveland Cavaliers","Orlando Magic"
21801022,"Sacramento Kings","Boston Celtics"
21801031,"Portland Trail Blazers","New Orleans Pelicans"
21801028,"Charlotte Hornets","Washington Wizards"
21801026,"Los Angeles Lakers","Detroit Pistons"
21801029,"Milwaukee Bucks","Miami Heat"
21801030,"Phoenix Suns","Houston Rockets"
21801033,"Chicago Bulls","LA Clippers"
21801032,"New York Knicks","San Antonio Spurs"
21801027,"Sacramento Kings","Philadelphia 76ers"
21801036,"Phoenix Suns","New Orleans Pelicans"
21801038,"Golden State Warriors","Oklahoma City Thunder"
21801035,"Memphis Grizzlies","Washington Wizards"
21801040,"Indiana Pacers","Denver Nuggets"
21801037,"Cleveland Cavaliers","Dallas Mavericks"
21801041,"Brooklyn Nets","Utah Jazz"
21801034,"Atlanta Hawks","Boston Celtics"
21801039,"Portland Trail Blazers","San Antonio Spurs"
21801047,"Chicago Bulls","Sacramento Kings"
21801043,"Philadelphia 76ers","Milwaukee Bucks"
21801044,"Toronto Raptors","Detroit Pistons"
21801045,"Charlotte Hornets","Miami Heat"
21801048,"Minnesota Timberwolves","Houston Rockets"
21801046,"Atlanta Hawks","Orlando Magic"
21801049,"Brooklyn Nets","LA Clippers"
21801042,"Los Angeles Lakers","New York Knicks"
21801054,"Miami Heat","Oklahoma City Thunder"
21801053,"New York Knicks","Toronto Raptors"
21801051,"Utah Jazz","Washington Wizards"
21801056,"New Orleans Pelicans","Dallas Mavericks"
21801058,"Indiana Pacers","Portland Trail Blazers"
21801050,"Detroit Pistons","Cleveland Cavaliers"
21801052,"Denver Nuggets","Boston Celtics"
21801057,"Chicago Bulls","Phoenix Suns"
21801055,"Golden State Warriors","San Antonio Spurs"
21801062,"Golden State Warriors","Minnesota Timberwolves"
21801059,"Philadelphia 76ers","Charlotte Hornets"
21801063,"Brooklyn Nets","Sacramento Kings"
21801060,"Houston Rockets","Atlanta Hawks"
21801061,"Los Angeles Lakers","Milwaukee Bucks"
21801064,"Indiana Pacers","LA Clippers"
21801070,"Houston Rockets","Memphis Grizzlies"
21801072,"Toronto Raptors","Oklahoma City Thunder"
21801073,"Dallas Mavericks","Portland Trail Blazers"
21801065,"Milwaukee Bucks","Cleveland Cavaliers"
21801066,"New Orleans Pelicans","Orlando Magic"
21801068,"Utah Jazz","New York Knicks"
21801069,"Washington Wizards","Chicago Bulls"
21801071,"Miami Heat","San Antonio Spurs"
21801067,"Boston Celtics","Philadelphia 76ers"
21801075,"Denver Nuggets","Washington Wizards"
21801074,"Minnesota Timberwolves","Charlotte Hornets"
21801078,"Dallas Mavericks","Sacramento Kings"
21801076,"Utah Jazz","Atlanta Hawks"
21801077,"Detroit Pistons","Phoenix Suns"
21801079,"Indiana Pacers","Golden State Warriors"
21801083,"Oklahoma City Thunder","Toronto Raptors"
21801085,"Miami Heat","Milwaukee Bucks"
21801084,"San Antonio Spurs","Houston Rockets"
21801081,"LA Clippers","Cleveland Cavaliers"
21801080,"Memphis Grizzlies","Orlando Magic"
21801082,"Denver Nuggets","New York Knicks"
21801086,"Brooklyn Nets","Los Angeles Lakers"
21801091,"Minnesota Timberwolves","Memphis Grizzlies"
21801089,"Miami Heat","Washington Wizards"
21801087,"Boston Celtics","Charlotte Hornets"
21801094,"Phoenix Suns","Sacramento Kings"
21801088,"Philadelphia 76ers","Atlanta Hawks"
21801093,"Detroit Pistons","Portland Trail Blazers"
21801090,"Utah Jazz","Chicago Bulls"
21801092,"Dallas Mavericks","Golden State Warriors"
21801099,"Houston Rockets","New Orleans Pelicans"
21801098,"Charlotte Hornets","Toronto Raptors"
21801097,"Denver Nuggets","Indiana Pacers"
21801096,"Cleveland Cavaliers","Milwaukee Bucks"
21801100,"San Antonio Spurs","Boston Celtics"
21801095,"LA Clippers","New York Knicks"
21801102,"Sacramento Kings","Los Angeles Lakers"
21801101,"Detroit Pistons","Golden State Warriors"
21801104,"Oklahoma City Thunder","Memphis Grizzlies"
21801105,"Phoenix Suns","Utah Jazz"
21801106,"Brooklyn Nets","Portland Trail Blazers"
21801103,"Philadelphia 76ers","Orlando Magic"
21801113,"Atlanta Hawks","New Orleans Pelicans"
21801110,"Chicago Bulls","Toronto Raptors"
21801107,"San Antonio Spurs","Charlotte Hornets"
21801112,"LA Clippers","Minnesota Timberwolves"
21801115,"Detroit Pistons","Denver Nuggets"
21801114,"Sacramento Kings","Dallas Mavericks"
21801111,"Houston Rockets","Milwaukee Bucks"
21801109,"Orlando Magic","Miami Heat"
21801108,"Boston Celtics","Cleveland Cavaliers"
21801116,"Washington Wizards","Los Angeles Lakers"
21801119,"Indiana Pacers","Oklahoma City Thunder"
